NomeMunicipio ; UF ; OrgaoSuperior ; SituacaoConvenio ; ValorConvenio ; ValorLiberado ; ObjetoConvenio;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 277000.00 ; 0.00 ; DIFUSAO E ENSINO DO IDIOMA PORTUGUES EM TODO O TERRITORIO ARGENTINO. DIVULGACAO DA CULTURA E DAS ARTES BRASILEIRAS. PROMOCAO E DIVULGACAO DEESTUDOS E PESQUISAS SOBRE A CULTURA DO BRASIL. PRESERVACAO DAS TRADI- COES E DIVULGACAO DA HISTORIA DO BRASIL. SERVICO DE BIBLIOTECA PARA CONSULTAS E EMPRESTIMOS DE OBRAS AO PUBLICO. REALIZACAO DE SEMINARIO.MOSTRAS EXPOSICOES SIMPOSIOS. FESTIVAIS E ASSEMELHADOS PARA A CONSECUCAO;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 62408.48 ; 62408.48 ; COLABORACAO ENTRE A EMBAIXADA E A FUNDACAO CENTRO DE ESTUDOS BRASILEI-ROS PARA EXECUTAR PROGRAMAS. PROJETOS E EVENTOS DE INTERESSE RECIPROCOE VIABILIZAR A OPERACAO E AS ATIVIDADES ESTATUTARIAS DA FUNDACAO CEN- TRO DE ESTUDOS: DIFUSAO E O ENSINO DO IDIOMA PORTUGUES. DIVULGACAO DA CULTURA E DAS ARTES BRASILEIRAS. REALIZACAO DE SEMINARIOS. MOSTRAS. EXPOSICOES. SIMPOSIOS. FESTIVAIS E ATIVIDADES SEMELHANTES PARA A CONSECU;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 175000.00 ; 175000.00 ; EXECUCAO DE PROGRAMAS. PROJETOS E EVENTOS DE INTERESSE RECIPROCO. EM  REGIME DE MUTUA COOPERACAO ENTRE A EMBAIXADA DO BRASIL EM WASHINGTON EO BACI.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 211362.00 ; 211362.00 ; COLABORACAO ENTRE A EMBAIXADA E O IBEC PARA EXECUTAR PROGRAMAS. PROJE-TOS E EVENTOS DE INTERESSE RECIPROCO. E VIABILIZAR A OPERACAO E AS ATIVIDADES ESTATUTARIAS DO INSTITUTO: DIFUSAO E O ENSINO DO IDIOMA PORTU-GUES. DIVULGACAO DA CULTURA E DAS ARTES BRASILEIRAS. PROMOCAO E DIVUL-GACAO DE ESTUDOS E PESQUISAS SOBRE A CULTURA DO BRASIL. REALIZACAO DE SEMINARIOS. MOSTRAS. EXPOSICOES. SIMPOSIOS. FESTIVAIS E ATIVIDADES SE-;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 250015.58 ; 250015.58 ; EXPANSAO DOS SERVICOS DE DIFUSAO DA LINGUA PORTUGUESA (CURSOS E BIBLIOTECA). BUSCA CONTINUA DE UM CALENDARIO DE EVENTOS DINAMICO E INOVATIVOA COMUNICACAO TRANSPARENTE E EFICAZ COM O PUBLICO. VALORIZACAO FORMA- TIVA DOS SEUS RECURSOS HUMANOS. O PLANEJAMENTO METICULOSO E CRIATIVO  DO SEU CRESCIMENTO ESTRUTURAL.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 101250.00 ; 101250.00 ; DIFUSAO DA LINGUA PORTUGUESA E DA CULTURA BRASILEIRA NA VENEZUELA.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 161600.00 ; 161600.00 ; COLABORACAO ENTRE A EMBAIXADA E O INSTITUTO PARA EXECUTAR PROGRAMAS.  PROJETOS E EVENTOS DE INTERESSE RECIPROCO. E VIABILIZAR A OPERACAO E  AS ATIVIDADES ESTATUTARIAS DO INSTITUTO: DIFUSAO E ENSINO DO IDIOMA   PORTUGUES. DIVULGACAO DA CULTURA E DAS ARTES BRASILEIRAS. PROMOCAO E  DIVULGACAO DE ESTUDOS E PESQUISAS SOBRE A CULTURA DO BRASIL;REALIZACAODE SEMINARIOS. MOSTRAS. EXPOSICOES. SIMPOSIOS. FESTIVAIS E CONCURSOS.;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 12275.00 ; 12275.00 ; PROJETO PILOTO DE ENSINO DE PORTUGUES. COMO ATIVIDADE EXTRA-CURRICULAREM ESCOLA PUBLICA ELEMENTAR DO CONDADO DE BROWARD. NO SUL DA FLORIDA. EUA. E A PRIMEIRA PARTE DE UM PROGRAMA QUE BUSCA INTEGRAR O PORTUGUES AOS CURRICULOS DAS ESCOLAS DE NIVEL MEDIOS E SECUNDARIO.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 277000.00 ; 277000.00 ; DIFUSAO E ENSINO DO IDIOMA PORTUGUES EM TODO O TERRITORIO ARGENTINO.  DIVULGACAO DA CULTURA E DAS ARTES BRASILEIRAS. PROMOCAO E DIVULGACAO  DE ESTUDOS E PESQUISAS SOBRE A CULTURA DO BRASIL. PRESERVACAO DAS TRA-DICOES E DIVULGACAO DA HISTORIA DO BRASIL. SERVICO DE BIBLIOTECA PARA CONSULTAS E EMPRESTIMOS DE OBRAS AO PUBLICO. REALIZACAO DE SEMINARIOS.MOSTRAS. EXPOSICOES. SIMPOSIOS. FESTIVAIS E ASSEMELHADOS PARA A CONSE-;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 125348.04 ; 125348.04 ; DIFUSAO E ENSINO DO IDIOMA PORTUGUES. DIVULGACAO DA CULTURA E DAS AR- TES BRASILEIRAS. PROMOCAO E DIVULGACAO DE ESTUDOS E PESQUISAS SOBRE A CULTURA DO BRASIL. PRESERVACAO DAS TRADICOES E DA HISTORIA DO BRASIL. REALIZACAO DE SEMINARIOS. MOSTRAS. EXPOSICOES. SIMPOSIOS. FESTIVAIS E ASSEMELHADOS PARA A CONSECUCAO DAS ATIVIDADES DESCRITAS.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 141268.08 ; 141268.08 ; COLABORACAO ENTRE A EMBAIXADA E O IBEC PARA EXECUTAR PROGRAMAS. PROJE-TOS E EVENTOS DE INTERESSE RECIPROCO. VIABILIZAR A OPERACAO E AS ATIVIDADES ESTATUTARIAS DO INSTITUTO: DIFUSAO E ENSINO DO IDIOMA PORTUGUES.DIVULGACAO DA CULTURA E DAS ARTES BRASILEIRAS. PROMOCAO E DIVULGACAO  DE ESTUDOS E PESQUISAS SOBRE A CULTURA DO BRASIL. REALIZACAO DE SEMINARIOS. MOSTRAS. EXPOSICOES. SIMPOSIOS E FESTIVAIS.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 175000.00 ; 175000.00 ; EXECUCAO DE PROGRAMAS. PROJETOS E EVENTOS DE INTERESSE RECIPROCO.EM REGIME DE MUTUA COOPERACAO ENTRE A EMBAIXADA DO BRASIL EM WASHINGTON E  O BACI.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 101250.00 ; 101250.00 ; DIFUSAO DA LINGUA PORTUGUESA E DA CULTURA BRASILEIRA NA VENEZUELA.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 212438.00 ; 212438.00 ; EXPANSAO DOS SERVICOS DE DIFUSAO DA LINGUA PORTUGUESA (CURSOS E BIBLIOTECA). BUSCA CONTINUA DE UM CALENDARIO DE EVENTOS DINAMICO E INOVATIVOCOMUNICACAO TRANSPARENTE E EFICAZ COM O PUBLICO. VALORIZACAO FORMATIVADOS SEUS RECURSOS HUMANOS. PLANEJAMENTO METICULOSO E CRIATIVO DO SEU  CRESCIMENTO ESTRUTURAL.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 161600.00 ; 161600.00 ; COLABORACAO ENTRE A EMBAIXADA E O INSTITUTO PARA EXECUTAR PROGRAMAS.  PROJETOS E EVENTOS DE INTERESSE RECIPROCO E VIABILIZAR A OPERACAO E ASATIVIDADES ESTATUTARIAS DO INSTITUTO: DIFUSAO E O ENSINO DO IDIOMA PORTUGUES. DIVULGACAO DA CULTURA E DAS ARTES BRASILEIRAS. PROMOCAO E DI- VULGACAO DE ESTUDOS E PESQUISAS SOBRE A CULTURA DO BRASIL. REALIZACAO DE SEMINARIOS. MOSTRAS. EXPOSICOES. SIMPOSIOS E FESTIVAIS.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 64208.48 ; 64208.48 ; COLABORACAO ENTRE A EMBAIXADA E A FUNDACAO CENTRO DE ESTUDOS BRASILEI-ROS PARA EXECUTAR PROGRAMAS. PROJETOS E EVENTOS DE INTERESSE RECIPROCOE VIABILIZAR A OPERACAO E AS ATIVIDADES ESTATUTARIAS DA FUNDACAO CEN- TRO DE ESTUDOS: DIFUSAO E O ENSINO DO IDIOMA PORTUGUES. DIVULGACAO DA CULTURA E DAS ARTES BRASILEIRAS. PROMOCAO E DIVULGACAO DE ESTUDOS E   PESQUISAS SOBRE A CULTURA DO BRASIL. REALIZACAO DE SEMINARIOS. MOSTRAS;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 165625.00 ; 165625.00 ; EXECUCAO DE PROGRAMAS. PROJETOS E EVENTOS DE INTERESSE RECIPROCO.EM REGIME DE MUTUA COOPERACAO ENTRE A EMBAIXADA DO BRASIL EM MONTEVIDEU E OINSTITUTO CULTURAL URUGUAIO-BRASILEIRO.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 75000.00 ; 75000.00 ; COLABORACAO ENTRE A EMBAIXADA DO BRASIL EM CARACAS E O INSTITUTO CUL- TURAL BRASIL-VENEZUELA. ICBV. PARA EXECUTAR PROGRAMAS. PROJETOS E EVENTOS DE INTERESSE RECIPROCO. BEM COMO VIABILIZAR AS OPERACOES E ATIVIDADES ESTATUTARIAS DO INSTITUTO.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 300000.00 ; 300000.00 ; COLABORACAO ENTRE A EMBAIXADA DO BRASIL EM WASHINGTON E O BRAZILIAN   AMERICAN INSTITUTE. BACI. PARA EXECUTAR PROGRAMAS. PROJETOS E EVENTOS DE INTERESSE RECIPROCO. VIABILIZAR A OPERACAO E AS ATIVIDADES ESTATUTARIAS DO INSTITUTO.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 115000.00 ; 115000.00 ; EXECUCAO DE PROGRAMAS. PROJETOS E EVENTOS DE INTERESSE RECIPROCO. EM  REGIME DE MUTUA COOPERACAO ENTRE A EMBAIXADA DO BRASIL EM BOGOTA E O  INSTITUTO DE CULTURA BRASIL-COLOMBIA - IBRACO.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 287434.28 ; 287434.28 ; REGULAMENTAR A COLABORACAO ENTRE O CONSULADO-GERAL DO BRASIL EM MILAO E O INSTITUTO BRASIL-ITALIA- IBRIT.PARA EXECUCAO DE PROGRAMAS.PROJETOSE EVENTOS DE INTERESSE RECIPROCO.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 73000.00 ; 73000.00 ; REGULAMENTAR A COLABORACAO ENTRE A EMBAIXADA DO BRASIL EM SAO JOSE E  A FUNDACAO CENTRO DE ESTUDOS BRASILEIROS. NA COSTA RICA. PARA EXECUTARPROGRAMAS. PROJETOS E EVENTOS DE INTERESSE RECIPROCO. VIABILIZAR A OPERACAO E AS ATIVIDADES ESTATUTARIAS DA FUNDACAO.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 184000.00 ; 184000.00 ; REGULAMENTAR A COLABORACAO ENTRE A EMBAIXADA DO BRASIL EM QUITO E O   INSTITUTO BRASILEIRO-EQUATORIANO DE CULTURA PARA EXECUTAR PROGRAMAS.  PROJETOS E EVENTOS DE INTERESSE RECIPROCO. VIABILIZAR A OPERACAO E AS ATIVIDADES ESTATUTARIAS DO INSTITUTO.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 296125.00 ; 296125.00 ; COLABORACAO ENTRE A EMBAIXADA EM BUENOS AIRES E A FUNDACAO CENTRO DE  ESTUDOS BRASILEIROS. PARA EXECUTAR PROGRAMAS. PROJETOS E EVENTOS DE   INTERESSE RECIPROCO. VIABILIZAR A OPERACAO E AS ATIVIDADES ESTATUTARI-AS DA FUNDACAO.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 308006.50 ; 308006.50 ; CONCESSAO DE APOIO FINANCEIRO PARA DIFUSAO E ENSINO DO IDIOMA PORTU-  GUES. DIVULGACAO DA CULTURA E DAS ARTES BRASILEIRAS. PROMOCAO E DIVUL-GACAO DE ESTUDOS E PESQUISAS SOBRE A CULTURA DO BRASIL. PRESERVACAO   DAS TRADICOES E DIVULGACAO DA HISTORIA DO BRASIL. REALIZACAO DE SEMI- NARIOS. MOSTRAS. EXPOSICOES. SIMPOSIOS. FESTIVAIS E ASSEMELHADOS PARA CONCESSAO DESSAS ATIVIDADES.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 165625.00 ; 165625.00 ; EXECUCAO DE PROGRAMAS. PROJETOS E EVENTOS DE INTERESSE RECIPROCOS E   VIABILIZAR A OPERACAO E AS ATIVIDADES ESTATUTARIAS DO INSTITUTO.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 75000.00 ; 75000.00 ; COLABORACAO ENTRE A EMBAIXADA DO BRASIL EM CARACAS E O INSTITUTO CULTURAL BRASIL-VENEZUELA PARA REALIZAR PROGRAMAS. PROJETOS E EVENTOS DE INTERESSE RECIPROCOS. BEM COMO VIABILIZAR AS OPERACOES E ATIVIDADES ESTATUTARIAS DO INSTITUTO.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 100000.00 ; 100000.00 ; NORMATIZAR A COLABORACAO ENTRE A EMBAIXADA DO BRASIL EM BOGOTA E O INSTITUTO DE CULTURA BRASIL-COLOMBIA PARA EXECUTAR PROGRAMAS. PROJETOS E EVENTOS DE INTERESSE RECIPROCO. VIABILIZAR A OPERACAO E AS ATIVIDADES ESTATUTARIAS DO INSTITUTO.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 73000.00 ; 73000.00 ; COLABORACAO ENTRE A EMBAIXADA DO BRASIL NA COSTA RICA E A FUNDACAO CENTRO DE ESTUDOS BRASILEIROS. NA COSTA RICA. PARA EXECUTAR PROGRAMAS.   PROJETOS E EVENTOS DE INTERESSE RECIPROCO. VIABILIZAR A OPERACAO E AS ATIVIDADES ESTATUTARIAS DA FUNDACAO.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 160000.00 ; 160000.00 ; NORMATIZAR A COLABORACAO ENTRE A EMBAIXADA DO BRASIL NO EQUADOR E O   INSTITUTO BRASILEIRO-EQUATORIANO DE CULTURA PARA EXECUTAR PROGRAMAS.  PROJETOS E EVENTOS DE INTERESSE RECIPROCO.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 313261.92 ; 313261.92 ; COLABORACAO ENTRE A EMBAIXADA DO BRASIL EM WASHINGTON E O BRAZILIAN   AMERICAN INSTITUTE PARA EXECUTAR PROGRAMAS. PROJETOS E EVENTOS DE IN- TERESSE RECIPROCOS E VIABILIZAR A OPERACAO E AS ATIVIDADES DO INSTITU-TO CULTURAL.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 220000.00 ; 220000.00 ; COLABORACAO ENTRE A EMBAIXADA EM BUENOS AIRES E A FUNDACAO CENTRO DE  ESTUDOS BRASILEIROS. PARA EXECUTAR PROGRAMAS. PROJETOS E EVENTOS DE   INTERESSE RECIPROCO. VIABILIZAR A OPERACAO E AS ATIVIDADES ESTATUTA-  RIAS DA FUNDACAO.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 266060.49 ; 251290.08 ; COLABORACAO ENTRE A EMBAIXADA DO BRASIL EM BERLIM E O INSTITUTO CULTU-RAL BRASILEIRO NA ALEMANHA PARA EXECUTAR PROGRAMA. PROJETOS E EVENTOS DE INTERESSE RECIPROCO E VIABILIZAR A OPERACAO DAS ATIVIDADES ESTATUTARIAS DO INSTITUTO.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 118108.20 ; 118108.20 ; CONCESSAO DE APOIO FINANCEIRO PARA DIFUSAO E ENSINO DO IDIOMA PORTU-  GUES. DIVULGACAO DA CULTURA E DAS ARTES BRASILEIRAS. PROMOCAO E DIVUL-GACAO DE ESTUDOS E PESQUISAS SOBRE A CULTURA DO BRASIL. PRESERVACAO   DAS TRADICOES E DIVULGACAO DA HISTORIA DO BRASIL. REALIZACAO DE SEMINARIOS. MOSTRAS. EXPOSICOES. SIMPOSIOS. FESTIVAIS E ASSEMELHADOS PARA   CONCESSAO DESSAS ATIVIDADES.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 183900.00 ; 183900.00 ; COLABORACAO ENTRE A EMBAIXADA DO BRASIL EM BERLIM E O INSTITUTO CULTU-RAL BRASILEIRO NA ALEMANHA PARA EXECUTAR PROGRAMA. PROJETOS E EVENTOS DE INTERESSE RECIPROCO E VIABILIZAR A OPERACAO DAS ATIVIDADES ESTATUTARIAS DO INSTITUTO.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 100000.00 ; 100000.00 ; NORMATIZAR A COLABORACAO ENTRE A EMBAIXADA DO BRASIL EM BOGOTA E O INSTITUTO DE CULTURA BRASIL-COLOMBIA PARA EXECUTAR PROGRAMAS. PROJETOS E EVENTOS DE INTERESSE RECIPROCO. VIABILIZAR A OPERACAO E AS ATIVIDADES ESTATUTARIAS DO INSTITUTO.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 160000.00 ; 160000.00 ; NORMATIZAR A COLABORACAO ENTRE A EMBAIXADA DO BRASIL NO EQUADOR E O   INSTITUTO BRASILEIRO-EQUATORIANO DE CULTURA PARA EXECUTAR PROGRAMAS.  PROJETOS E EVENTOS DE INTERESSE RECIPROCO.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 302322.48 ; 298285.72 ; COLABORACAO ENTRE A EMBAIXADA DO BRASIL EM WASHINGTON E O BRAZILIAN   AMERICAN INSTITUTE PARA EXECUTAR PROGRAMAS. PROJETOS E EVENTOS DE INTERESSE RECIPROCOS E VIABILIZAR A OPERACAO E AS ATIVIDADES DO INSTITUTO CULTURAL.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 137422.25 ; 134080.25 ; EXECUCAO DE PROGRAMAS. PROJETOS E EVENTOS DE INTERESSE RECIPROCOS E   VIABILIZAR A OPERACAO E AS ATIVIDADES ESTATUTARIAS DO INSTITUTO.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 75000.00 ; 75000.00 ; COLABORACAO ENTRE A EMBAIXADA DO BRASIL EM CARACAS E O INSTITUTO CULTURAL BRASIL-VENEZUELA PARA REALIZAR PROGRAMAS. PROJETOS E EVENTOS DE INTERESSE RECIPROCOS. BEM COMO VIABILIZAR AS OPERACOES E ATIVIDADES ESTATUTARIAS DO INSTITUTO.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 73000.00 ; 73000.00 ; COLABORACAO ENTRE A EMBAIXADA DO BRASIL NA COSTA RICA E A FUNDACAO CENTRO DE ESTUDOS BRASILEIROS. NA COSTA RICA. PARA EXECUTAR PROGRAMAS.PROJETOS E EVENTOS DE INTERESSE RECIPROCO. VIABILIZAR A OPERACAO E AS ATIVIDADES ESTATUTARIAS DA FUNDACAO.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 220000.00 ; 220000.00 ; COLABORACAO ENTRE A EMBAIXADA EM BUENOS AIRES E A FUNDACAO CENTRO DE  ESTUDOS BRASILEIROS PARA EXECUTAR PROGRAMAS. PROJETOS E EVENTOS DE IN-TERESSE RECIPROCO. VIABILIZAR A OPERACAO E AS ATIVIDADES ESTATUTARIAS DA FUNDACAO.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 148996.92 ; 104875.91 ; CONCESSaO DE APOIO FINANCEIRO PARA DIFUSaO E ENSINO DO IDIOMA PORTU-  GUeS. DIVULGACaO DA CULTURA E DAS ARTES BRASILEIRAS. PROMOCaO E DIVUL-GACaO DE ESTUDOS E PESQUISAS SOBRE A CULTURA DO BRASIL. PRESERVACaO   DAS TRADICoES E DIVULGACaO DA HISTORIA DO BRASIL. REALIZACaO DE SEMI- NARIOS. MOSTRAS. EXPOSICoES. SIMPOSIOS. FESTIVAIS E ASSEMELHADOS PARA CONCESSaO DESSAS ATIVIDADES.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 160957.80 ; 160957.80 ; NORMATIZAR A COLABORACAO ENTRE A EMBAIXADA DO BRASIL NO EQUADOR E    OINSTITUTO BRASILEIRO-EQUATORIANO DE CULTURA PARA EXECUTAR   PROGRAMAS.PROJETOS E EVENTOS DE INTERESSE RECIPROCO;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 100000.00 ; 100000.00 ; NORMATIZAR A COLABORACAO ENTRE A EMBAIXADA DO BRASIL EM BOGOTA E O INSTITUTO DE CULTURA BRASIL COLOMBIA PARA EXECUTAR PROGRAMAS. PROJETOS  EEVENTOS DO INTERESSE RECIPROCO. VIABILIZAR A OPERACAO E AS ATIVIDADES ESTATUTARIAS DO INSTITUTO;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 196567.00 ; 196567.00 ; COLABORACAO ENTRE A EMBAIXADA DO BRASIL EM BERLIM E O INSTITUTO CULTU-RAL BRASILEIRO NA ALEMANHA PARA EXECUTAR PROGRAMA. PROJETOS E  EVENTOSDE INTERESSE RECIPROCO E VIABILIZAR A OPERACAO DAS ATIVIDADES ESTATUTARIAS DO INSTITUTO;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 144332.20 ; 218085.79 ; COLABORACAO ENTRE A EMBAIXADA EM BUENOS AIRES E A FUNDACAO CENTRO   DEESTUDOS BRASILEIROS PARA EXECUTAR PROGRAMAS. PROJETOS E EVENTOS DE IN-TERESSE RECIPROCO. VIABILIZAR A OPERACAO E AS ATIVIDADES ESTATUTARIAS DA FUNDACAO;;;;;
