NomeMunicipio ; UF ; OrgaoSuperior ; SituacaoConvenio ; ValorConvenio ; ValorLiberado ; ObjetoConvenio;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 221555.00 ; 221551.58 ; COLABORACAO ENTRE A EMBAIXADA DO BRASIL EM WASHINGTON E O    BRAZILIANAMERICAN INSTITUTE PARA EXECUTAR PROGRAMAS. PROJETOS E EVENTOS DE INTERESSE RECIPROCOS E VIABILIZAR A OPERCAO E AS ATIVIDADES DO   INSTITUTOCULTURAL.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 96000.00 ; 95577.03 ; EXECUCAO DE PROGRAMAS. PROJETOS E EVENTOS DE INTERESSE RECIPROCOS    EVIABILIZAR A OPERACAO E AS ATIVIDADES ESTATUTARIAS DO INSTITUTO;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 76800.00 ; 76800.00 ; COLABORACAO ENTRE A EMBAIXADA DO BRASIL EM CARACAS E O INSTITUTO CULTURAL BRASIL-VENEZUELA PARA REALIZAR PROGRAMAS. PROJETOS E EVENTOS DE INTERESSE RECIPROCOS. BEM COMO VIABILIZAR AS OPERACOES E ATIVIDADES ESTATUTARIAS DO INSTITUTO;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 74817.00 ; 74817.00 ; COLABORACAO ENTRE A EMBAIXADA DO BRASIL NA COSTA RICA E A FUNDACAO CENTRO DE ESTUDOS BRASILEIROS. NA COSTA RICA. PARA EXECUTAR PROGRAMAS.PROJETOS E EVENTOS DE INTERESSE RECIPROCO. VIABILIZAR A OPERACAO E AS ATIVIDADES ESTATUTARIAS DA FUNDACAO;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 195864.00 ; 195864.00 ; COLABORACAO ENTRE A EMBAIXADA EM WASHINGTON E O BRAZILIAN-AMERICAN INSTITUTE PARA EXECUTAR PROGRAMAS. PROJETOS E EVENTOS DE INTERESSE RECI- PROCO. VIABILIZAR A OPERACAO E AS ATIVIDADES DO INSTITUTO CULTURAL.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 69316.00 ; 69316.00 ; COLABORACAO ENTRE A BRASEMB COSTA RICA E A FUNDACAO CENTRO DE ESTUDOS SAO JOSE PARA EXECUTAR PROGRAMAS.PROJETOS.E EVENTOS DE INTERESSE RECI PROCO.VIABILIZAR A OPERACAO E AS ATIVIDADES ESTATUTARIAS DA FUNDACAO;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 123482.76 ; 123482.76 ; DIFUSAO E ENSINO DO IDIOMA PORTUGUES. DIVULGACAO DA CULTURA E DAS ARTES BRASILEIRAS. PROMOCAO E DIVULGACAO DE ESTUDOS E PESQUISAS SOBRE A CULTURA DO BRASIL. PRESERVACAO DAS TRADICOES E DIVULGACAO DA HISTORIA DO BRASIL. REALIZACOES DE SEMINARIOS. MOSTRAS. EXPOSICOES. SIMPOSIOS.   FESTIVAIS E ASSEMELHADOS PARA A CONSECUCAO DAS ATIVIDADES ACIMA DESCRITAS.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 76800.00 ; 76800.00 ; CONCESSAO DE APOIO FINANCEIRO DO CONCEDENTE AO CONVENENTE PARA A DIFUSAO DO ENSINO DO IDIOMA PORTUGUES.DIVILGACAO DA CULTURA E DAS ARTES BRASILEIRAS.PROMOCAO E DIVULGACAO DE ESTUDOS.PESQUISAS SOBRE A CULTURA DOBRASIL.PRESERVACAO DAS TRADICOES E DIVULGACAO  DA HISTORIA DO BRASIL  REALIZACAO DE SEMINARIOS.MOSTRAS.EXPOSICOES.SIMPOSIOS.FESTIVAIS E ASSEMELHADOS PARA A CONSECUCAO DAS ATIVIDADES;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 152255.00 ; 152255.00 ; CONCESSAO DE APOI FINANCEIRO PARA DIFUSAO E ENSINO DO IDIOMA PORTUGUES. DIVULGACAO DA CULTURA E DAS ARTES BRASILEIRAS. PROMOCAO E DIVULGACAO DE ESTUDOS E PESQUISAS SOBRE A CULTURA DO BRASIL. PRESERVACAO DAS TRADICOES E DIVULGACAO DA HISTORIA DO BRASIL. REALIZACAO DE SEMINARIOS. MOSTRAS. EXPOSICOES. SIMPOSIOS. FETIVAIS E ASSEMELHADOS PARA CONSECAO DESSAS ATIVIDADES;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 143767.00 ; 143767.00 ; CONCESSAO DE APOIO FINANCEIRO DO CONCEDENTE AO CONVENENTE PARA A DIFUSAO E ENSINO DO IDIOMA PORTUGUES. DIVULGACAO DA CULTURA E DAS ARTES BRASILEIRAS. PROMOCAO E DIVULGACAO DE ESTUDOS. PESQUISA SOBRE A CULTURA DO BRASIL. PRESERVACAO DAS TRADICOES E DIVULGACAO DA HISTORIA DO BRASIL. REALIZACAO DE SEMINARIOS. MOSTRAS. EXPOSICOES. SIMPOSIOS. FESTIVAIS E ASSEMELHADOS PARA A CONCECUSSAO DAS ATIVIDADES.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 100000.00 ; 100000.00 ; DIFUSAO E ENSINO DO IDIOMA PORTUGUES. DIVULGACAO DA CULTURA E DAS AR- TES BRASILEIRAS. PROMOCAO E DIVULGACAO DE ESTUDOS E PESQUISAS SOBRE A CULTURA DO BRASIL. PRESERVACAO DAS TRADICOES E DIVULGACAO DA HISTORIA DO BRASIL. REALIZACAO DE SEMINARIOS MOSTRAS. EXPOSICOES . SIMPOSIOS.  FESTIVAIS E ASSEMELHADOS PARA A CONSECUCAO DAS ATIVIDADES ACIMA DESCRITAS.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 96000.00 ; 96000.00 ; EXECUCAO DE PROGRAMAS PROJETOS E EVENTOS DE INTERESSE RECIPROCOS. VIABBILIZAR A OPERACAO E AS ATIVIDADES ESTATUTARIAS DA FUNDACAO.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 243740.00 ; 243740.00 ; EXECUCAO DE PROGRAMAS PROJETOS E EVENTOS DE INTERESSES RECIPROCOS VIA-BILIZAR A OPERACAO E AS ATIVIDADES ESTATUTARIAS DA FUNDACAO.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 30000.00 ; 30000.00 ; APOIAR AO SEMINARIO 'BRASIL-ARGENTINA: A VISAO DO OUTRO. UMA APROXIMA-CAO INTERDISCIPLINARIA EM TORNO A QUESTAO DA SOBERANIA'. A SER REALIZADO NA CIDADE DE BUENOS AIRES NOS DIAS 04. 05. 06 DE DEZEMBRO DE 2000.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 143767.00 ; 143767.00 ; COLABORACAO ENTRE O CONSULADO BRASILEIRO EM BERLIM E O INSTITUTO PARA EXECUTAR PROGRAMAS. PROJETOS E EVENTOS DE INTERESSE RECIPROCO. VIABILIZAR A OPERACAO DAS ATIVIDADES ESTATUTARIAS DO INSTITUTO: DIFUSAO E EN-SINO DO IDIOMA PORTUGUES. DIVULGACAO DA CULTURA E ARTES BRASILEIRAS.  PROMOCAO E DIVULGACAO DE ESTUDOS PESQUISAS SOBRE A CULTURA DO BRASIL. PRESERVACAO DAS TRADICOES E DIVULGACAO DA HISTORIA DO BRASIL.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 123493.20 ; 123480.00 ; DIFUSAO E ENSINO DO IDIOMA PORTUGUES.DIVULGACAO DA CULTURA E DAS ARTESBRASILEIRAS.PROMOCAO E DIVULGACAO DE ESTUDOS E PESQUISAS SOBRE A CULTURA DO BRASIL.PRESERVACAO DAS TRADICOES E DIVULGACAO DA HISTORIA DO BRASIL.REALIZACOES DE SEMINARIOS.MOSTRAS.EXPOSICOES.SIMPOSIOS.FESTIVAIS E ASSEMELHADOS PARA A CONSECUCAO DAS ATIVIDADES ACIMAS DESCRITAS.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 76800.00 ; 76800.00 ; DIFUSAO E ENSINO DO IDIOMA POR PORTUGUES. DIVULGACAO DA CULTURA E DAS ARTES BRASILEIRAS. PROMOCAO DIVULGACAO DE ESTUDOS E PESQUISAS SOBRE A CULTURA DO BRASIL. PRESERVACAO DAS TRADICOES E DIVULGACAO DA HISTORIA DO BRASIL E REALIZACAO DE SEMINARIOS. MOSTRAS. EXPOSICOES E SIMPOSIOS FESTIVAIS E ASSEMELHADOS PARA CONSECUCAO DAS ATIVIDADES ACIMA DESCRI- TAS.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DA EDUCACAO ; Adimplente ; 5021.97 ; 0.00 ; CAPACITACAO DE PROFESSORES PARA O APERFEICOAMENTO CIENTIFICO. TECNOLO-GICO E PEDAGOGICO. DENTRO DO CONJUNTO DE AREAS JULGADAS  PRIORITARIAS AO DESENVOLVIMENTO DA EDUCACAO PROFISSIONAL.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 116270.00 ; 116270.00 ; EXECUTAR PROGRAMAS PROJETOS E EVENTOS DE INTERESSE RECIPROCO.VIABILI- ZAR A OPERACAO E AS ATIVIDADES ESTATUTARIAS DO 'INSCULBRAS - USA';;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 96000.00 ; 96000.00 ; ESTRUTURACAO INSTITUCIONAL DO INSTITUTO URUGUAIO-BRASILEIRO. DIFUSAO EENSINO DO IDIOMA PORTUGUES DA CULTURA E HISTORIA DO BRASIL. E REALIZA-CAO DE EVENTOS. ESTUDOS E PESQUISAS EM FAVOR DA CULTURA BRASILEIRA NO URUGUAY.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 100000.00 ; 99907.00 ; DIFUSAO E ENSINO DO IDIOMA PORTUGUES. DIVUOLGACAO DA CULTURA E DAS AR-TES BRASILEIRAS. PROMOCAO E DIVULGACAO DE ESTUDOS E PESQUISAS SOBRE A CULTURA DO BRASIL. PRESERVACAO DAS TRADICOES E DIVULGACAO DA HISTORIA DO BRASIL. REALIZACAO DE SEMINARIOS MOSTRAS. EXPOSICOES. SIMPOSIOS.   FESTIVAIS E ASSEMELHADOS PARA CONSECUCAO DAS ATIVIDADES ACIMA.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 148000.00 ; 148000.00 ; EXECUCAO DE PROGRAMAS PROJETOS E EVENTOS DE INTERESSE RECIPROCOS VIABILIZAR A OPERACAO E AS ATIVIDADES ESTATUTARIAS DA FUNDACAO.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 185546.00 ; 136786.00 ; CONCESSAO DE APOIO FINANCEIRO AO CONVENENTE PARA DIFUSAO E ENSINO DO IDIOMA PORTUGUES. DIVULGACAO DA CULTURA E DAS ARTES BRASILEIRAS. PROMO-CAO E DIVULGACAO DE ESTUDOS E PESQUISAS SOBRE A CULTURA DO BRASIL. PRESERVACAO DAS TRADICOES E DIVULGACAO DA HISTORIA DO BRASIL. REALIZACAO DE SEMINARIOS. MOSTRAS. EXPOSICOES. SIMPOSIOS. FESTIVAIS E ASSEMELHADOS PARA CONSECUCAO DESSAS ATIVIDADES.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 68300.00 ; 68300.00 ; COLABORACAO ENTRE BRASEMB COSTA RICA E A FUNDACAO CENTRO DE ESTUDOS   SAO JOSE. PARA EXECUTAR PROGRAMAS PROJETOS E EVENTOS DE INTERESSE RECIPROCO. VIABILIZAR A OPERACAO E AS ATIVIDADES ESTATUTARIAS DA FUNDACAO.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 38160.00 ; 38160.00 ; COLABORACAO ENTRE A BRASEMB COSTA RICA E A FUNDACAO CENTRO DE ESTUDOS SAO JOSE PARA EXECUTAR PROGRAMAS.PROJETOS E EVENTOS DE INTERESSE RECI-PROCO.VIABILIAZAR A OPERACAO E AS ATIVIDADES ESTATUARIAS DA FUNDACAO;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 100000.00 ; 100000.00 ; COLABORACAO ENTRE BRASEMB BOGOTA E O INSTITUTO DE CULTURA BRASIL-COLOMBIA PARA EXECUTAR PROGRAMAS. PROJETOS E EVENTOS DE INTERESSE RECIPROCOVIABILIZAR A OPERACAO E AS ATIVIDADES ESTATUTARIAS DO INSTITUTO.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 141270.00 ; 141270.00 ; EXECUTAR PROGRAMAS PROJETOS E EVENTOS DE INTERESSE RECIPROCO.VIABILI- ZAR A OPERACAO E AS ATIVIDADES ESTATURIAS DO ' INSCULBRAS - USA';;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 148000.00 ; 148000.00 ; EXECUCAO DE PROGRAMAS.PROJETOS E EVENTOS DE INTERESSE RECIPROCO.VIABI-LIZAR A OPERACAO E AS ATIVIDADES ESTATUTARIAS DA FUNDACAO;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DA SAUDE ; Concluido ; 13200.00 ; 13200.00 ; IDENTIFICACAO E ANALISE DAS REFORMAS REALIZADAS NO BRASIL. A IDENTIFI-CACAO E ANALISE DAS REFORMAS GOVERNAMENTAIS RELEVANTES REALIZADA    NOSETOR SAUDE. NA AMERICA LATINA E A IDENTIFICACAO DE ATORES NO PROCESSOE O FOMENTO DO CONTATO ENTRE ELES E O MINISTERIO DA SAUDE.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DA SAUDE ; Adimplente ; 17255085.00 ; 16420295.00 ; COOPERACAO E ASSISTENCIA TECNICA PARA VIABILIZAR O DESENVOLVIMENTO  DEACOES QUE POSSIBILITEM ESTABELECER PROCESSOS DE MODERNIZACAO NOS COMPONENTES GESTAO. EDUCACAO. CULTURA.MEIO-AMBIENTE E CIENCIA.  A  PARCERIACOM A UNESCO PERMITIRA IMPLEMENTAR AS ACOES DE MELHORIA DE GESTAO.   ODESENVOLVIMENTO DE ACOES EDUCATIVAS E DE PROMOCAO A SAUDE INDIGENA. DESENVOLVIMENTO DE INSTRUMENTAL TECNICO E ADMINIST.P/A ESTRUTURACAO DA A;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 76800.00 ; 76800.00 ; ESTRUTURACAO INSTITUCIONAL DO INSTITUTO CULTURAL BRASIL-VENEZUELA. DI-FUSAO E ENSINO DO IDIOMA PORTUGUES. CULTURA E HISTORIA DO BRASIL E REALIZACAO DE EVENTOS. ESTUDOS E INVESTIGACOES EM FAVOR DA CULTURA BRASI-LEIRA NA VENEZUELA.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 96000.00 ; 79035.00 ; ESTRUTURACAO INSTITUCIONAL DO INSTITUTO DE CULTURA URUGUAIO-BRASILEIRODIFUSAO E ENSINO DO IDIOMA PORTUGUES. CULTURA E HISTORIA DO BRASIL E  REALIZACAO DE EVENTOS. ESTUDOS E PESQUISAS EM FAVOR DA CULTURA BRASI -LEIRA NO URUGUAI.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 143767.00 ; 143767.00 ; COLABORACAO ENTRE O CONSULADO BRASILEIRO EM BERLIM E O INSTITUTO PARA EXECUTAR PROGRAMAS. PROJETOS E EVENTOS DE INTERESSE RECIPROCO. VIABILIZAR A OPERACAO DAS ATIVIDADES ESTATUTARIAS DO INSTITUTO: DIFUSAO E EN-SINO DO IDIOMA PORTUGUES. DIVULGACAO DA CULTURA E ARTES BRASILEIRAS.  PROMOCAO E DIVULGACAO DE ESTUDOS PESQUISAS SOBRE A CULTURA DO BRASIL. PRESERVACAO DAS TRADICOES E DIVULGACAO DA HISTORIA DO BRASIL. ETC.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 171072.00 ; 154512.55 ; CONCESSAO DE APOIO FINANCEIRO AO CONVENENTE PARA A DIFUSAO E ENSINO DOIDIOMA PORTUGUES. DIVULGACAO DA CULTURA E DAS ARTES BRASILEIRAS. PROMOCAO E DIVULGACAO DE ESTUDOS E PESQUISAS SOBRE A CULTURA DO BRASIL.PRESERVACAO DAS TRADICOES E DIVULGACAO DA HISTORIA DO BRASIL. REALIZACAO  DE SEMINARIOS. MOSTRAS. EXPOSICOES. SIMPOSIOS. FESTIVAIS E ASSEMELHADOPARA A CONSECUCAO DESTAS ATIVIDADES.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 123480.00 ; 123480.00 ; CONCESSAO DE APOIO FINANCEIRO AO CONVENENTE PARA A DIFUSAOE ENSINO DO IDIOMA PORTUGUES. A DIVULGACAO DA CULTURA E DAS ARTES BRASILEIRAS. A  PROMOCAO E DIVULGACAO DE ESTUDOS E PESQUISAS SOBRE A CULTURA DO BRASILPRESERVACAO DAS TRADICOES E DIVULGACAO DA HISTORIA DO BRASIL. E A REA-LIZACAO DE SEMINARIOS. MOSTRAS. EXPOSICOES. FESTIVAIS E ASSEMELHADOS. PARA A CONSECUCAO DESTAS ATIVIDADES.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DA SAUDE ; Adimplente ; 1800000.00 ; 1800000.00 ; COOPERACAOE ASSITENCIA TECNICA PARA VIABILIZAR A IMPLEMENTACAO DE ACOES DE MELHORIA DE GESTAO E VIGILANCIA EM SAUDE. COM DESTAQUE AQUELAS RELACIONADAS COM A VIGILANCIA AMBIENTAL E EPIDEMIOLOGICA E PROMOCAO A SAUDE. PRIMEIRO AJUSTE RELATIVO AO ACORDO 02/98 (O ACORDO VISA VIABILIZAR O DESENV. DE ACOES QUE POSSIBILITEM ESTABELECER PROCESSOS DE MODERNIZACAO DOS COMPONENTES GESTAO. EDUCACAO. CULTURA. MEIO AMBIENTE E CIENC;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 48000.00 ; 48000.00 ; EXECUTAR PROGRAMAS PROJETOS E EVENTOS DE INTERESSE RECIPROCO. VIABILI-ZAR AS OPERACOES E AS ATIVIDADES ESTATUTARIAS DO 'ICUB'.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 94460.00 ; 94460.00 ; EXECUTAR PROGRAMAS PROJETOS E EVENTOS DE INTERESSE RECIPROCO. VIABILI-ZAR A OPERACAO E AS ATIVIDADES ESTATURIAS DO 'INSCULBRA-USA'.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 227867.00 ; 211108.00 ; COLABORACAO ENTRE A EMBAIXADA DO BRASIL EM BUENOS AIRES E A FUNDACAO  CENTRO DE ESTUDOS BRASILEIROS-ARGENTINA PARA EXERCER PROGRAMAS PROJETOS E EVENTOS DE INTERESSE RECIPROCO. VIABILIZAR A OPERACAO E ATIVIDADESESTATUTARIAS DA FUNDACAO.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 117106.66 ; 105360.00 ; COLABORACAO ENTRE A EMBAIXADA DO BRASIL EM QUITO E O INSTITUTO BRASI- LEIRO-EQUATORIANO DE CULTURA PARA EXECUTAR PROGRAMAS. PROJETOS E EVENTOS DE INTERESSE RECIPROCO. VIABILIZAR A OPERACAO E AS ATIVIDADES ESTA-TUTARIAS DO IBEC.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 178288.61 ; 178288.61 ; COLABORACAO ENTRE O CONSULADO GERAL DO BRASIL EM MILAO E O IBRITAL PARA EXECUTAR PROGRAMAS. PROJETOS E EVENTOS DE INTERESSE RECIPROCO. VIABILIZAR A OPERACAO E AS ATIVIDADES ESTATUTARIAS DO IBRITAL-MILAO;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 89595.31 ; 76800.00 ; COLABORACAO ENTRE A EMBAIXADA DO BRASIL EM CARACAS E O INSTITUTO CULTURAL BRASIL-VENEZUELA PARA EXERCER PROGRAMAS PROJETOS E EVENTOS DE INTERESSE RECiPROCO. VIABILIZAR A OPERACAO  E ATIVIDADES ESTATUTaRIAS DO  INSTITUTO.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 203483.85 ; 203483.85 ; COLABORAcaO ENTRE BRASEMB BOGOTA E O 'INSCULBRACOLOMBIA' PARA EXECUTARPROGRAMAS. PROJETOS E EVENTOS DE INTERESSE RECiPROCO. VIABILIZAR A OPERAcaO E AS ATIVIDADES ESTATUTaRIAS DO INSTITUTO.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 17000.00 ; 17000.00 ; ORGANIZACAO E PUBLICACAO DOS ANAIS DO SEMINARIO 'BRASIL-ARGENTINA. FORMACAO DA IDENTIDADE NACIONAL: A VISAO DO OUTRO - SEGUNDA PARTE'.   COMAPENDICE DAS PRINCIPAIS PESQUISAS REALIZADAS NO CAMPO DA HISTORIA   DOBRASIL SOBRE A ARGENTINA E NA ARGENTINA SOBRE O BRASIL.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 126200.00 ; 126200.00 ; COLABORAcaO ENTRE O CONSULADO-GERAL DO BRASIL EM BERLIM E O INSTITUTO CULTURAL BRASILEIRO EM BERLIM. PARA EXECUTAR PROGRAMAS. PROJETOS E    EVENTOS DE INTERESSE RECiPROCO. VIABILIZAR A OPERAcaO E AS ATIVIDADES ESTUTUTaRIAS DO 'ICBRA'.;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DA CULTURA ; Concluido ; 28000.00 ; 27037.50 ; TRANSFERENCIA A UNIVERSITY OF TEXAS AT AUSTIN REF. A REALIZACAO DA    EXPOSICAO GRAFICA DE DESENHOS CONTEMPORANEOS BRASILEIROS;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DA CULTURA ; Concluido ; 11000.00 ; 10750.00 ; TRANSFERENCIA DE RECURSOS OBJETIVANDO A DIFUSAO DE OBRAS LITERARIAS   BRASILEIRA NO EXTERIOR;;;;;
EXTERIOR ; EXTERIOR ; MINISTERIO DAS RELACOES EXTERIORES ; Concluido ; 12000.00 ; 12000.00 ; - ORGANIZACAO CONJUNTO DO SEMINARIO 'ARGENTINA BRASIL Y LA FORMACION  DE LA IDENTIDAD NACIONAL LA VISION DEL OTRO' QUE SERA REALIZADO   EM  BUENOS AIRES NOS DIAS 06 E 07 DE MAIO 1997.;;;;;
EXTERIOR ; EXTERIOR ; MINIST. DA INDUSTRIA. COM.EXTERIOR E SERVICOS ; Concluido ; 10683000.00 ; 10683000.00 ; IMPLEMENTACAO DE ACOES PREVISTAS NO DOCUMENTO DE PROJETO - TERMO DE   REFERENCIA PARA A MODERNIZACAO E CONCLUSAO DA AUTOMACAO DO INPI. OU   SEJA. ANEXO I = DESCRICAO DO SUBSETOR. ESTRATEGIA DO PAIS RECEPTOR.   COOPERACAO PREVIA E EM ANDAMENTO E QUADRO INSTITUCIONAL DO SUBSETOR.;;;;;
